Location ID,Location,Temp,Rank,Anomaly (1901-2000 base period),1901-2000 Mean,Month
1403,Kansas CD 3. Northeast,8.222222222,111,5.6,41.2,3
1404,Kansas CD 4. West Central,7.944444444,112,5.8,40.5,3
1405,Kansas CD 5. Central,8.666666667,108,5.3,42.3,3
1406,Kansas CD 6. East Central,9.333333333,113,5.6,43.2,3
1407,Kansas CD 7. Southwest,9.277777778,116,5.9,42.8,3
1408,Kansas CD 8. South Central,9.611111111,107,5,44.3,3
1409,Kansas CD 9. Southeast,10.66666667,113,5.6,45.6,3
1501,Kentucky CD 1. Western,11.38888889,112,5.5,47,3
1502,Kentucky CD 2. Central,10.88888889,115,5.8,45.8,3
1503,Kentucky CD 3. Blue Grass,9.888888889,117,6.3,43.5,3
1504,Kentucky CD 4. Eastern,10.66666667,116,6.1,45.1,3
1601,Louisiana CD 1. Northwest,17.55555556,122,7.2,56.4,3
1602,Louisiana CD 2. North Central,17.61111111,123,7.5,56.2,3
1603,Louisiana CD 3. Northeast,17.61111111,122,7,56.7,3
1604,Louisiana CD 4. West Central,19.05555556,125,8.4,57.9,3
1605,Louisiana CD 5. Central,19.61111111,124,8.2,59.1,3
1606,Louisiana CD 6. East Central,20.44444444,126,9.2,59.6,3
1607,Louisiana CD 7. Southwest,20.66666667,126,8.5,60.7,3
1608,Louisiana CD 8. South Central,21,126,8.8,61,3
1609,Louisiana CD 9. Southeast,21.5,127,9.1,61.6,3
1701,Maine CD 1. North,-3.222222222,99,3.1,23.1,3
1702,Maine CD 2. South Interior,0.611111111,113,4.5,28.6,3
1703,Maine CD 3. Coastal,1.888888889,114,4.6,30.8,3
1801,Maryland CD 1. Southeastern Shore,10.44444444,123,6.7,44.1,3
1802,Maryland CD 2. Central Eastern Shore,10.44444444,124,6.9,43.9,3
1803,Maryland CD 3. Lower Southern,10.94444444,123,6.9,44.8,3
1804,Maryland CD 4. Upper Southern,10.38888889,122,6.7,44,3
1805,Maryland CD 5. Northeastern Shore,9.611111111,122,6.1,43.2,3
1806,Maryland CD 6. North Central,9.111111111,122,6.9,41.5,3
1807,Maryland CD 7. Appalachian Mountains,8.277777778,120,6.5,40.4,3
1808,Maryland CD 8. Allegheny Plateau,6.5,122,7.6,36.1,3
1901,Massachusetts CD 1. West,2.777777778,116,5.7,31.3,3
1902,Massachusetts CD 2. Central,4.722222222,119,6.3,34.2,3
1903,Massachusetts CD 3. Coastal,5.388888889,119,5.4,36.3,3
2001,Michigan CD 1. West Upper,-1.5,112,5.5,23.8,3
2002,Michigan CD 2. East Upper,-1.222222222,114,5.3,24.5,3
2003,Michigan CD 3. Northwest Lower,1.277777778,117,6.8,27.5,3
2004,Michigan CD 4. Northeast Lower,0.777777778,116,6.3,27.1,3
2005,Michigan CD 5. West Central Lower,2.333333333,112,5.5,30.7,3
2006,Michigan CD 6. Central Lower,2.722222222,116,6.6,30.3,3
2007,Michigan CD 7. East Central Lower,3.333333333,117,6.8,31.2,3
2008,Michigan CD 8. Southwest Lower,3.944444444,110,5,34.1,3
2009,Michigan CD 9. South Central Lower,3.888888889,111,5.6,33.4,3
2010,Michigan CD 10. Southeast Lower,4.277777778,115,6.3,33.4,3
2101,Minnesota CD 1. Northwest,-3.666666667,85,3,22.4,3
2102,Minnesota CD 2. North Central,-2.666666667,99,5.1,22.1,3
2103,Minnesota CD 3. Northeast,-3.222222222,101,4.7,21.5,3
2104,Minnesota CD 4. West Central,0.111111111,103,5.5,26.7,3
2105,Minnesota CD 5. Central,0.777777778,108,6.1,27.3,3
2106,Minnesota CD 6. East Central,0,109,6,26,3
2107,Minnesota CD 7. Southwest,1.666666667,105,5.5,29.5,3
2108,Minnesota CD 8. South Central,2.111111111,106,5.5,30.3,3
2109,Minnesota CD 9. Southeast,2.055555556,109,5.8,29.9,3
2201,Mississippi CD 1. Upper Delta,15.38888889,117,6,53.7,3
2202,Mississippi CD 2. North Central,15.16666667,118,6.5,52.8,3
2203,Mississippi CD 3. Northeast,15.27777778,121,7.6,51.9,3
2204,Mississippi CD 4. Lower Delta,16.94444444,119,6.9,55.6,3
2205,Mississippi CD 5. Central,17.61111111,124,8.6,55.1,3
2206,Mississippi CD 6. East Central,17.27777778,124,8.6,54.5,3
2207,Mississippi CD 7. Southwest,19.22222222,125,9,57.6,3
2208,Mississippi CD 8. South Central,19.38888889,127,9.3,57.6,3
2209,Mississippi CD 9. Southeast,19.22222222,127,9.5,57.1,3
2210,Mississippi CD 10. Coastal,20.22222222,127,9.3,59.1,3
2301,Missouri CD 1. Northwest Prairie,7.777777778,108,5.3,40.7,3
2302,Missouri CD 2. Northeast Prairie,8,104,4.8,41.6,3
2303,Missouri CD 3. West Central Plains,9.722222222,113,5.4,44.1,3
2304,Missouri CD 4. West Ozarks,10.61111111,113,5.5,45.6,3
2305,Missouri CD 5. East Ozarks,10.16666667,111,5.3,45,3
2306,Missouri CD 6. Bootheel,11.83333333,113,5.2,48.1,3
2401,Montana CD 1. Western,-0.388888889,69,1,30.3,3
2402,Montana CD 2. Southwestern,-1.5,80,2.2,27.1,3
2403,Montana CD 3. North Central,-1.555555556,63,0.7,28.5,3
2404,Montana CD 4. Central,-0.333333333,67,1.2,30.2,3
2405,Montana CD 5. South Central,0.833333333,82,2.5,31,3
2406,Montana CD 6. Northeastern,-0.333333333,86,4,27.4,3
2407,Montana CD 7. Southeastern,1.722222222,98,4.3,30.8,3
2501,Nebraska CD 1. Panhandle,3.944444444,106,4.6,34.5,3
2502,Nebraska CD 2. North Central,4.444444444,108,5.8,34.2,3
2503,Nebraska CD 3. Northeast,4.555555556,106,5.5,34.7,3
2505,Nebraska CD 5. Central,5.333333333,108,5.6,36,3
2506,Nebraska CD 6. East Central,5.722222222,107,5.3,37,3
2507,Nebraska CD 7. Southwest,6,109,5.4,37.4,3
2508,Nebraska CD 8. South Central,6.333333333,103,5.1,38.3,3
2509,Nebraska CD 9. Southeast,6.722222222,108,5.3,38.8,3
2601,Nevada CD 1. Northwestern,4.222222222,67,0.1,39.5,3
2602,Nevada CD 2. Northeastern,2.722222222,89,2.1,34.8,3
2603,Nevada CD 3. South Central,5.111111111,69,0.8,40.4,3
2604,Nevada CD 4. Extreme Southern,11.66666667,51,-0.3,53.3,3
2701,New Hampshire CD 1. North,-0.888888889,114,5.2,25.2,3
2702,New Hampshire CD 2. South,2.166666667,115,5.3,30.6,3
2801,New Jersey CD 1. Northern,6.611111111,120,6.9,37,3
2802,New Jersey CD 2. Southern,8.722222222,122,7,40.7,3
2803,New Jersey CD 3. Coastal,8.666666667,124,7.2,40.4,3
2901,New Mexico CD 1. Northwestern Plateau,6.277777778,115,4.4,38.9,3
2902,New Mexico CD 2. Northern Mountains,5,115,4.7,36.3,3
2903,New Mexico CD 3. Northeastern Plains,10.11111111,114,5.5,44.7,3
2904,New Mexico CD 4. Southwestern Mountains,6.055555556,108,3.6,39.3,3
2905,New Mexico CD 5. Central Valley,10.5,117,4.4,46.5,3
2906,New Mexico CD 6. Central Highlands,7.611111111,117,4.8,40.9,3
2907,New Mexico CD 7. Southeastern Plains,12.44444444,118,5.5,48.9,3
2908,New Mexico CD 8. Southern Desert,11.94444444,108,3.5,50,3
3001,New York CD 1. Western Plateau,3.722222222,118,7,31.7,3
3002,New York CD 2. Eastern Plateau,2.944444444,115,6.2,31.1,3
3003,New York CD 3. Northern Plateau,-0.333333333,113,5.8,25.6,3
3004,New York CD 4. Coastal,7.166666667,121,6.8,38.1,3
3005,New York CD 5. Hudson Valley,4.833333333,119,6.6,34.1,3
3006,New York CD 6. Mohawk Valley,2.333333333,115,5.9,30.3,3
3007,New York CD 7. Champlain Valley,1,114,6.2,27.6,3
3008,New York CD 8. St. Lawrence Valley,1.388888889,118,7.6,26.9,3
3009,New York CD 9. Great Lakes,3.833333333,119,7.4,31.5,3
3010,New York CD 10. Central Lakes,3.777777778,118,6.9,31.9,3
3101,North Carolina CD 1. Southern Mountains,10.94444444,123,6.8,44.9,3
3102,North Carolina CD 2. Northern Mountains,10.94444444,124,7.3,44.4,3
3103,North Carolina CD 3. Northern Piedmont,12.72222222,123,6.8,48.1,3
3104,North Carolina CD 4. Central Piedmont,13.5,124,7.1,49.2,3
3105,North Carolina CD 5. Southern Piedmont,14.33333333,123,7.2,50.6,3
3106,North Carolina CD 6. Southern Coastal Plain,14.83333333,122,6,52.7,3
3107,North Carolina CD 7. Central Coastal Plain,14.22222222,121,5.9,51.7,3
3108,North Carolina CD 8. Northern Coastal Plain,13.5,123,6.6,49.7,3
3201,North Dakota CD 1. Northwest,-1.166666667,100,6.2,23.7,3
3202,North Dakota CD 2. North Central,-2,99,6,22.4,3
3203,North Dakota CD 3. Northeast,-3.944444444,90,3.3,21.6,3
3204,North Dakota CD 4. West Central,0.055555556,101,5.9,26.2,3
3205,North Dakota CD 5. Central,-1.611111111,95,4.9,24.2,3
3206,North Dakota CD 6. East Central,-2.722222222,87,2.3,24.8,3
3207,North Dakota CD 7. Southwest,0.666666667,100,5.5,27.7,3
3208,North Dakota CD 8. South Central,0.5,104,6.3,26.6,3
3209,North Dakota CD 9. Southeast,-1.111111111,93,3.6,26.4,3
3301,Ohio CD 1. Northwest,5.666666667,111,5.4,36.8,3
3302,Ohio CD 2. North Central,5.888888889,113,5.8,36.8,3
3303,Ohio CD 3. Northeast,5.888888889,117,7.4,35.2,3
3304,Ohio CD 4. West Central,6.666666667,112,5.9,38.1,3
3305,Ohio CD 5. Central,7.333333333,116,6.1,39.1,3
3306,Ohio CD 6. Central Hills,6.277777778,114,6.3,37,3
3307,Ohio CD 7. Northeast Hills,6.777777778,119,6.9,37.3,3
3308,Ohio CD 8. Southwest,8.222222222,115,6.2,40.6,3
3309,Ohio CD 9. South Central,9.055555556,116,6.2,42.1,3
3310,Ohio CD 10. Southeast,8.055555556,117,6.4,40.1,3
3401,Oklahoma CD 1. Panhandle,10.5,116,5.9,45,3
3402,Oklahoma CD 2. North Central,11.38888889,114,5.5,47,3
3403,Oklahoma CD 3. Northeast,12.66666667,120,6.3,48.5,3
3404,Oklahoma CD 4. West Central,12.33333333,118,6.1,48.1,3
3405,Oklahoma CD 5. Central,13.33333333,119,6.2,49.8,3
3406,Oklahoma CD 6. East Central,14,118,6.4,50.8,3
3407,Oklahoma CD 7. Southwest,13.5,113,5.5,50.8,3
3408,Oklahoma CD 8. South Central,14.88888889,119,6.3,52.5,3
3409,Oklahoma CD 9. Southeast,14.88888889,120,7.1,51.7,3
3501,Oregon CD 1. Coastal Area,6.222222222,50,-1,44.2,3
3502,Oregon CD 2. Willamette Valley,6.111111111,45,-1.1,44.1,3
3503,Oregon CD 3. Southwestern Valleys,5.222222222,68,-0.3,41.7,3
3504,Oregon CD 4. Northern Cascades,2.555555556,68,-0.5,37.1,3
3505,Oregon CD 5. High Plateau,1.333333333,70,0.5,33.9,3
3506,Oregon CD 6. North Central,4.888888889,60,-0.1,40.9,3
3507,Oregon CD 7. South Central,2.555555556,73,0.7,35.9,3
3508,Oregon CD 8. Northeast,2.5,93,1.8,34.7,3
3509,Oregon CD 9. Southeast,4.388888889,92,2,37.9,3
3601,Pennsylvania CD 1. Pocono Mountains,4.222222222,118,6.5,33.1,3
3602,Pennsylvania CD 2. East Central Mountains,5.888888889,119,6.7,35.9,3
3603,Pennsylvania CD 3. Southeastern Piedmont,7.722222222,120,6.7,39.2,3
3604,Pennsylvania CD 4. Lower Susquehanna,7.888888889,121,6.8,39.4,3
3605,Pennsylvania CD 5. Middle Susquehanna,5.833333333,116,5.8,36.7,3
3606,Pennsylvania CD 6. Upper Susquehanna,3.722222222,116,6.1,32.6,3
3607,Pennsylvania CD 7. Central Mountains,5,117,6.3,34.7,3
3608,Pennsylvania CD 8. South Central Mountains,6.777777778,122,7,37.2,3
3609,Pennsylvania CD 9. Southwest Plateau,6.833333333,119,6.9,37.4,3
3610,Pennsylvania CD 10. Northwest Plateau,4.888888889,120,7.6,33.2,3
3701,Rhode Island CD 1. Rhode Island (Entire State),5.888888889,121,6.5,36.1,3
3801,South Carolina CD 1. Mountain,13.11111111,120,6.1,49.5,3
3802,South Carolina CD 2. Northwest,14.22222222,122,6.4,51.2,3
3803,South Carolina CD 3. North Central,14.72222222,123,6.6,51.9,3
3804,South Carolina CD 4. Northeast,15.61111111,118,5.9,54.2,3
3805,South Carolina CD 5. West Central,15.88888889,121,7.1,53.5,3
3806,South Carolina CD 6. Central,16.33333333,122,6.7,54.7,3
3807,South Carolina CD 7. Southern,17.5,123,7.2,56.3,3
3901,South Dakota CD 1. Northwest,2.222222222,106,6.2,29.8,3
3902,South Dakota CD 2. North Central,1,101,5.1,28.7,3
3903,South Dakota CD 3. Northeast,-0.055555556,96,4.2,27.7,3
3904,South Dakota CD 4. Black Hills,1.555555556,102,4.3,30.5,3
3905,South Dakota CD 5. Southwest,3.833333333,105,5.6,33.3,3
3906,South Dakota CD 6. Central,3.055555556,106,6,31.5,3
3907,South Dakota CD 7. East Central,1.388888889,100,5,29.5,3
3908,South Dakota CD 8. South Central,4.333333333,110,6.5,33.3,3
3909,South Dakota CD 9. Southeast,3.555555556,107,5.9,32.5,3
4001,Tennessee CD 1. Eastern,12.16666667,120,6.5,47.4,3
4002,Tennessee CD 2. Cumberland Plateau,12.11111111,118,6.7,47.1,3
4003,Tennessee CD 3. Middle,12.88888889,115,6.3,48.9,3
4004,Tennessee CD 4. Western,13.16666667,116,5.9,49.8,3
4101,Texas CD 1. High Plains,12.33333333,116,5.7,48.5,3
4102,Texas CD 2. Low Rolling Plains,14.66666667,115,5.6,52.8,3
4103,Texas CD 3. North Central,16.83333333,122,6.9,55.4,3
4104,Texas CD 4. East Texas,18.38888889,125,7.7,57.4,3
4105,Texas CD 5. Trans Pecos,16.05555556,123,5.7,55.2,3
4106,Texas CD 6. Edwards Plateau,17.77777778,124,6.5,57.5,3
4107,Texas CD 7. South Central,21.05555556,126,8.4,61.5,3
4108,Texas CD 8. Upper Coast,21.5,127,9.4,61.3,3
4109,Texas CD 9. South,22.61111111,126,7.6,65.1,3
4110,Texas CD 10. Lower Valley,24.55555556,127,7.8,68.4,3
4201,Utah CD 1. Western,5.666666667,98,2.9,39.3,3
4202,Utah CD 2. Dixie,9.333333333,75,0.7,48.1,3
4203,Utah CD 3. North Central,5.111111111,107,3.9,37.3,3
4204,Utah CD 4. South Central,3.555555556,96,2.9,35.5,3
4205,Utah CD 5. Northern Mountains,0.666666667,104,4.1,29.1,3
4206,Utah CD 6. Uinta Basin,4.222222222,110,4.8,34.8,3
4207,Utah CD 7. Southeast,7.222222222,104,3.7,41.3,3
4301,Vermont CD 1. Northeastern,-0.333333333,112,5.6,25.8,3
4302,Vermont CD 2. Western,1.222222222,115,6.1,28.1,3
4303,Vermont CD 3. Southeastern,1.555555556,116,5.9,28.9,3
4401,Virginia CD 1. Tidewater,12.33333333,124,6.8,47.4,3
4402,Virginia CD 2. Eastern Piedmont,11.83333333,123,6.9,46.4,3
4403,Virginia CD 3. Western Piedmont,11.66666667,124,7.5,45.5,3
4404,Virginia CD 4. Northern,9.722222222,122,7,42.5,3
4405,Virginia CD 5. Central Mountain,9.333333333,121,6.7,42.1,3
4406,Virginia CD 6. Southwestern Mountain,9.666666667,120,6.6,42.8,3
4501,Washington CD 1. West Olympic Coast,4.388888889,30,-1.6,41.5,3
4502,Washington CD 2. North East Olympic San Juan,6,40,-0.9,43.7,3
4503,Washington CD 3. Puget Sound Lowlands,5.833333333,31,-1.4,43.9,3
4504,Washington CD 4. East Olympic Cascade Foothills,4.222222222,43,-1.1,40.7,3
4505,Washington CD 5. Cascade Mountains West,1.333333333,70,0,34.4,3
4506,Washington CD 6. East Slope Cascades,1,76,0.5,33.3,3
4507,Washington CD 7. Okanogan Big Bend,3.722222222,72,0.3,38.4,3
4508,Washington CD 8. Central Basin,5.833333333,66,0,42.5,3
4509,Washington CD 9. Northeastern,1.388888889,57,-0.2,34.7,3
4510,Washington CD 10. Palouse Blue Mountains,4.333333333,64,0.3,39.5,3
4601,West Virginia CD 1. Northwestern,8.388888889,118,6.4,40.7,3
4602,West Virginia CD 2. North Central,8.888888889,118,6.8,41.2,3
4603,West Virginia CD 3. Southwestern,10.11111111,117,6.2,44,3
4604,West Virginia CD 4. Central,7.666666667,120,7.2,38.6,3
4605,West Virginia CD 5. Southern,9.333333333,119,6.7,42.1,3
4606,West Virginia CD 6. Northeastern,8.388888889,120,6.4,40.7,3
4701,Wisconsin CD 1. Northwest,-0.055555556,110,6.1,25.8,3
4702,Wisconsin CD 2. North Central,-0.5,110,5.9,25.2,3
4703,Wisconsin CD 3. Northeast,0.166666667,113,6.2,26.1,3
4704,Wisconsin CD 4. West Central,2.166666667,113,6.6,29.3,3
4705,Wisconsin CD 5. Central,2.055555556,115,6.4,29.3,3
4706,Wisconsin CD 6. East Central,1.833333333,114,5.8,29.5,3
4707,Wisconsin CD 7. Southwest,3.222222222,112,5.7,32.1,3
4708,Wisconsin CD 8. South Central,3.222222222,111,5.5,32.3,3
4709,Wisconsin CD 9. Southeast,3.333333333,110,5.4,32.6,3
4801,Wyoming CD 1. Yellowstone Drainage,-2.111111111,104,3.9,24.3,3
4802,Wyoming CD 2. Snake Drainage,-2.333333333,109,4.2,23.6,3
4803,Wyoming CD 3. Green and Bear Drainage,-0.777777778,99,3.6,27,3
4804,Wyoming CD 4. Big Horn,1,100,3.6,30.2,3
4805,"Wyoming CD 5. Powder, Little Mo and Tongue Drainages",1.444444444,99,3.5,31.1,3
4806,Wyoming CD 6. Belle Fourche Drainage,1.277777778,98,3.7,30.6,3
4807,Wyoming CD 7. Cheyenne Niobrara Drainage,2.166666667,98,3.8,32.1,3
4808,Wyoming CD 8. Lower Platte,2.611111111,106,4.6,32.1,3
4809,Wyoming CD 9. Wind River,-0.055555556,89,2.9,29,3
4810,Wyoming CD 10. Upper Platte,0.277777778,105,4.5,28,3
101,Alabama CD 1. Northern Valley,14.27777778,26,-2.1,59.8,4
102,Alabama CD 2. Appalachian Mountain,14.55555556,25,-1.9,60.1,4
103,Alabama CD 3. Upper Plains,15.83333333,34,-1.5,62,4
104,Alabama CD 4. Eastern Valley,15.22222222,33,-1.6,61,4
105,Alabama CD 5. Piedmont Plateau,15.66666667,41,-1.3,61.5,4
106,Alabama CD 6. Prairie,17.22222222,48,-0.8,63.8,4
107,Alabama CD 7. Coastal Plain,18.44444444,71,0.3,64.9,4
108,Alabama CD 8. Gulf,19.77777778,93,1.3,66.3,4
201,Arizona CD 1. Northwest,15.77777778,93,2.1,58.3,4
202,Arizona CD 2. Northeast,10.94444444,108,2.9,48.8,4
203,Arizona CD 3. North Central,14.11111111,93,2.5,54.9,4
204,Arizona CD 4. East Central,14.94444444,107,3.5,55.4,4
205,Arizona CD 5. Southwest,21.33333333,94,2.3,68.1,4
206,Arizona CD 6. South Central,20.22222222,98,2.6,65.8,4
207,Arizona CD 7. Southeast,16.77777778,98,2.4,59.8,4
301,Arkansas CD 1. Northwest,12.77777778,29,-1.9,56.9,4
302,Arkansas CD 2. North Central,13.16666667,24,-2,57.7,4
303,Arkansas CD 3. Northeast,14.27777778,26,-1.9,59.6,4
304,Arkansas CD 4. West Central,14.38888889,30,-1.8,59.7,4
305,Arkansas CD 5. Central,15.11111111,25,-2,61.2,4
306,Arkansas CD 6. East Central,15.33333333,22,-2,61.6,4
307,Arkansas CD 7. Southwest,15.77777778,33,-1.4,61.8,4
308,Arkansas CD 8. South Central,16.44444444,41,-1.1,62.7,4
309,Arkansas CD 9. Southeast,16.33333333,34,-1.5,62.9,4
401,California CD 1. North Coast Drainage,11.05555556,117,3.8,48.1,4
402,California CD 2. Sacramento Drainage,12.05555556,107,3.3,50.4,4
403,California CD 3. Northeast Interior Basins,6.777777778,104,2.9,41.3,4
404,California CD 4. Central Coast Drainage,13.77777778,107,2.8,54,4
405,California CD 5. San Joaquin Drainage,13,99,2.3,53.1,4
406,California CD 6. South Coast Drainage,14.27777778,102,2.7,55,4
407,California CD 7. Southeast Desert Basins,17.11111111,83,1.6,61.2,4
501,Colorado CD 1. Arkansas Drainage,8.444444444,58,0.3,46.9,4
502,Colorado CD 2. Colorado Drainage,5.166666667,94,2.1,39.2,4
503,Colorado CD 3. Kansas Drainage,8.111111111,43,-1.1,47.7,4
504,Colorado CD 4. Platte Drainage,5.333333333,46,-0.5,42.1,4
505,Colorado CD 5. Rio Grande Drainage,4.833333333,112,3.4,37.3,4
601,Connecticut CD 1. Northwest,5.944444444,31,-1.7,44.4,4
602,Connecticut CD 2. Central,7,34,-1.6,46.2,4
603,Connecticut CD 3. Coastal,7.777777778,41,-1,47,4
701,Delaware CD 1. Northern,10,28,-1.5,51.5,4
702,Delaware CD 2. Southern,11.33333333,66,0.2,52.2,4
801,Florida CD 1. Northwest,20.33333333,101,2.1,66.5,4
802,Florida CD 2. North,21.33333333,112,3.1,67.3,4
803,Florida CD 3. North Central,23.11111111,121,4.1,69.5,4
804,Florida CD 4. South Central,23.88888889,122,4.2,70.8,4
805,Florida CD 5. Everglades and Southwest Coast,25.38888889,124,5.3,72.4,4
806,Florida CD 6. Lower East Coast,26.05555556,126,6,72.9,4
807,Florida CD 7. Keys,27.22222222,126,6.1,74.9,4
901,Georgia CD 1. Northwest,14.44444444,28,-1.5,59.5,4
902,Georgia CD 2. North Central,14,34,-1.3,58.5,4
903,Georgia CD 3. Northeast,15.22222222,55,-0.4,59.8,4
904,Georgia CD 4. West Central,16.11111111,50,-0.7,61.7,4
905,Georgia CD 5. Central,17.33333333,63,0.1,63.1,4
906,Georgia CD 6. East Central,17.83333333,71,0.5,63.6,4
907,Georgia CD 7. Southwest,18.83333333,76,0.5,65.4,4
908,Georgia CD 8. South Central,18.83333333,77,0.6,65.3,4
909,Georgia CD 9. Southeast,19.66666667,98,1.6,65.8,4
1001,Idaho CD 1. Panhandle,5.222222222,57,-0.4,41.8,4
1002,Idaho CD 2. North Central Prairies,6.555555556,76,0.5,43.3,4
1003,Idaho CD 3. North Central Canyons,8.111111111,75,0.5,46.1,4
1004,Idaho CD 4. Central Mountains,3.777777778,75,0.8,38,4
1005,Idaho CD 5. Southwestern Valleys,9.888888889,80,0.8,49,4
1006,Idaho CD 6. Southwestern Highlands,6.833333333,74,1,43.3,4
1007,Idaho CD 7. Central Plains,8.333333333,84,1.6,45.4,4
1008,Idaho CD 8. Northeastern Valleys,2.888888889,70,0.6,36.6,4
1009,Idaho CD 9. Upper Snake River Plains,5.888888889,68,0.3,42.3,4
1010,Idaho CD 10. Eastern Highlands,4.5,67,0.4,39.7,4
1101,Illinois CD 1. Northwest,8.277777778,36,-1.4,48.3,4
1102,Illinois CD 2. Northeast,8,35,-1.4,47.8,4
1103,Illinois CD 3. West,9.611111111,30,-2,51.3,4
1104,Illinois CD 4. Central,9.555555556,36,-1.5,50.7,4
1105,Illinois CD 5. East,8.944444444,33,-1.7,49.8,4
1106,Illinois CD 6. West Southwest,10.61111111,29,-1.9,53,4
1107,Illinois CD 7. East Southeast,10.33333333,25,-2.2,52.8,4
1108,Illinois CD 8. Southwest,11.94444444,26,-1.8,55.3,4
1109,Illinois CD 9. Southeast,11.66666667,23,-2.4,55.4,4
1201,Indiana CD 1. Northwest,8,31,-1.8,48.2,4
1202,Indiana CD 2. North Central,8,33,-1.6,48,4
1203,Indiana CD 3. Northeast,7.666666667,25,-2,47.8,4
1204,Indiana CD 4. West Central,9.333333333,29,-2,50.8,4
1205,Indiana CD 5. Central,9.444444444,32,-1.5,50.5,4
1206,Indiana CD 6. East Central,9.277777778,42,-0.7,49.4,4
1207,Indiana CD 7. Southwest,11.16666667,30,-2,54.1,4
1208,Indiana CD 8. South Central,10.5,23,-2.4,53.3,4
1209,Indiana CD 9. Southeast,10.72222222,37,-1.3,52.6,4
1301,Iowa CD 1. Northwest,7,35,-1.8,46.4,4
1302,Iowa CD 2. North Central,7,38,-1.4,46,4
1303,Iowa CD 3. Northeast,6.888888889,35,-1.9,46.3,4
1304,Iowa CD 4. West Central,8.5,43,-1,48.3,4
1305,Iowa CD 5. Central,8.388888889,41,-1.2,48.3,4
1306,Iowa CD 6. East Central,8.277777778,33,-1.6,48.5,4
1307,Iowa CD 7. Southwest,9.555555556,50,-0.8,50,4
1308,Iowa CD 8. South Central,9.333333333,40,-1.2,50,4
1309,Iowa CD 9. Southeast,9.055555556,27,-2.1,50.4,4
1401,Kansas CD 1. Northwest,9.666666667,47,-0.7,50.1,4
1402,Kansas CD 2. North Central,10.83333333,46,-0.8,52.3,4
1403,Kansas CD 3. Northeast,11,44,-1.1,52.9,4
1404,Kansas CD 4. West Central,10.38888889,47,-0.7,51.4,4
1405,Kansas CD 5. Central,11.5,46,-0.9,53.6,4
1406,Kansas CD 6. East Central,11.83333333,46,-1,54.3,4
1407,Kansas CD 7. Southwest,11.61111111,50,-0.6,53.5,4
1408,Kansas CD 8. South Central,12.44444444,46,-0.8,55.2,4
1409,Kansas CD 9. Southeast,12.77777778,41,-1.4,56.4,4
1501,Kentucky CD 1. Western,12.55555556,22,-2.4,57,4
1502,Kentucky CD 2. Central,11.66666667,20,-2.6,55.6,4
1503,Kentucky CD 3. Blue Grass,10.77777778,26,-2.2,53.6,4
1504,Kentucky CD 4. Eastern,11.22222222,21,-2.3,54.5,4
1601,Louisiana CD 1. Northwest,17.61111111,51,-0.7,64.4,4
1602,Louisiana CD 2. North Central,17.33333333,48,-0.8,64,4
1603,Louisiana CD 3. Northeast,17.33333333,34,-1.4,64.6,4
1604,Louisiana CD 4. West Central,18.55555556,67,0,65.4,4
1605,Louisiana CD 5. Central,18.83333333,54,-0.6,66.5,4
1606,Louisiana CD 6. East Central,19.83333333,88,1.2,66.5,4
1607,Louisiana CD 7. Southwest,20.22222222,78,0.6,67.8,4
1608,Louisiana CD 8. South Central,20.72222222,91,1.4,67.9,4
1609,Louisiana CD 9. Southeast,21.38888889,102,2.3,68.2,4
1701,Maine CD 1. North,1.944444444,48,-0.7,36.2,4
1702,Maine CD 2. South Interior,4.5,50,-0.4,40.5,4
1703,Maine CD 3. Coastal,4.944444444,52,-0.3,41.2,4
1801,Maryland CD 1. Southeastern Shore,12.27777778,77,1,53.1,4
1802,Maryland CD 2. Central Eastern Shore,12.05555556,65,0.3,53.4,4
1803,Maryland CD 3. Lower Southern,12.38888889,63,0.1,54.2,4
1804,Maryland CD 4. Upper Southern,11.88888889,55,-0.3,53.7,4
1805,Maryland CD 5. Northeastern Shore,10.88888889,35,-1.3,52.9,4
1806,Maryland CD 6. North Central,10.33333333,47,-0.9,51.5,4
1807,Maryland CD 7. Appalachian Mountains,9.5,30,-1.6,50.7,4
1808,Maryland CD 8. Allegheny Plateau,7.111111111,36,-1.3,46.1,4
1901,Massachusetts CD 1. West,5.111111111,34,-1.7,42.9,4
1902,Massachusetts CD 2. Central,6.444444444,34,-1.5,45.1,4
1903,Massachusetts CD 3. Coastal,6.444444444,28,-1.7,45.3,4
2001,Michigan CD 1. West Upper,1.722222222,28,-2.6,37.7,4
2002,Michigan CD 2. East Upper,1.944444444,26,-2.3,37.8,4
2003,Michigan CD 3. Northwest Lower,3.888888889,37,-1.5,40.5,4
2004,Michigan CD 4. Northeast Lower,3.777777778,39,-1.6,40.4,4
2005,Michigan CD 5. West Central Lower,5.388888889,40,-1.4,43.1,4
2006,Michigan CD 6. Central Lower,5.611111111,45,-1.2,43.3,4
2007,Michigan CD 7. East Central Lower,5.944444444,49,-0.9,43.6,4
2008,Michigan CD 8. Southwest Lower,6.833333333,37,-1.6,45.9,4
2009,Michigan CD 9. South Central Lower,6.444444444,33,-1.9,45.5,4
2010,Michigan CD 10. Southeast Lower,6.944444444,45,-0.9,45.4,4
2101,Minnesota CD 1. Northwest,2.833333333,28,-3,40.1,4
