province,temperature,month
Alberta,17.7,7
Alberta,17.1,7
Alberta,16,7
Alberta,17.9,7
Alberta,14.8,7
Alberta,16.2,7
Alberta,16.6,7
Alberta,16,7
Alberta,18.1,7
Alberta,16.8,7
Alberta,17.2,7
Alberta,14.9,7
Alberta,15.8,7
Alberta,16.6,7
Alberta,18.4,7
Alberta,19.4,7
Alberta,16,7
Alberta,19,7
Alberta,18.2,7
Alberta,17.1,7
Alberta,16.5,7
Alberta,15.2,7
Alberta,17.3,7
Alberta,16.2,7
Alberta,16.7,7
Alberta,16.8,7
Alberta,18.2,7
Alberta,17.8,7
Alberta,18.4,7
Alberta,17.7,7
Alberta,17,7
Alberta,17,7
Alberta,18.8,7
Alberta,17.6,7
Alberta,15.4,7
Alberta,19.5,7
Alberta,15.8,7
Alberta,17.7,7
Alberta,16.8,7
Alberta,16.8,7
Alberta,18.3,7
Alberta,,7
Alberta,17.3,7
Alberta,19.5,7
Alberta,19.7,7
Alberta,16.2,7
Alberta,14.7,7
Alberta,15.8,7
Alberta,15.8,7
Alberta,17.7,7
Alberta,17.5,7
Alberta,18.3,7
Alberta,19.2,7
Alberta,17.4,7
Alberta,18.2,7
Alberta,17.6,7
Alberta,18.6,7
Alberta,18.9,7
Alberta,17,7
Alberta,16.2,7
Alberta,16.9,7
Alberta,16.4,7
Alberta,18.5,7
Alberta,17.8,7
Alberta,18.3,7
Alberta,17.4,7
Alberta,17.7,7
Alberta,18,7
Alberta,15.6,7
Alberta,18.1,7
Alberta,18.1,7
Alberta,17.5,7
Alberta,18.8,7
Alberta,18.1,7
Alberta,18.1,7
Alberta,17.8,7
Alberta,14.6,7
Alberta,15.7,7
Alberta,15.8,7
Alberta,14.3,7
Alberta,15.2,7
Alberta,13.9,7
Alberta,14,7
Alberta,16.3,7
Alberta,15.6,7
Alberta,9,7
Alberta,17.1,7
Alberta,16.3,7
Alberta,17.2,7
Alberta,15.3,7
Alberta,16.7,7
Alberta,15.7,7
Alberta,15,7
Alberta,14.9,7
Alberta,15.6,7
Alberta,17,7
Alberta,15.4,7
Alberta,16.2,7
Alberta,17.4,7
Alberta,17.6,7
Alberta,11.3,7
Alberta,16.4,7
Alberta,16.7,7
Alberta,17.3,7
Alberta,17.4,7
Alberta,18,7
Alberta,16.6,7
Alberta,15.7,7
Alberta,16,7
Alberta,16.6,7
Alberta,16.4,7
Alberta,17.1,7
Alberta,12,7
Alberta,16.5,7
Alberta,15.6,7
Alberta,16.1,7
Alberta,15.6,7
Alberta,16.7,7
Alberta,16.2,7
Alberta,16,7
Alberta,15.6,7
Alberta,17,7
Alberta,17.1,7
Alberta,17.1,7
Alberta,16.6,7
Alberta,16.9,7
Alberta,16.9,7
Alberta,16.9,7
Alberta,16,7
Alberta,16.7,7
Alberta,17.1,7
Alberta,15.2,7
Alberta,16.9,7
Alberta,15.8,7
Alberta,16.3,7
Alberta,16,7
Alberta,16.5,7
Alberta,16.9,7
Alberta,16.7,7
Alberta,15.7,7
Alberta,15.8,7
Alberta,,7
Alberta,16.4,7
Alberta,17.1,7
Alberta,16.5,7
Alberta,17.2,7
Alberta,18.2,7
Alberta,17.1,7
Saskatchewan,18.1,7
Saskatchewan,19,7
Saskatchewan,19.5,7
Saskatchewan,19.4,7
Saskatchewan,19.4,7
Saskatchewan,19.3,7
Saskatchewan,18.4,7
Saskatchewan,19.2,7
Saskatchewan,19.2,7
Saskatchewan,19,7
Saskatchewan,18.8,7
Saskatchewan,19.1,7
Saskatchewan,18.3,7
Saskatchewan,18.5,7
Saskatchewan,19.4,7
Saskatchewan,17.2,7
Saskatchewan,19.9,7
Saskatchewan,19,7
Saskatchewan,18.5,7
Saskatchewan,18.3,7
Saskatchewan,18.7,7
Saskatchewan,19.7,7
Saskatchewan,19.9,7
Saskatchewan,18.6,7
Saskatchewan,19.4,7
Saskatchewan,,7
Saskatchewan,18.4,7
Saskatchewan,18.8,7
Saskatchewan,18.8,7
Saskatchewan,17.8,7
Saskatchewan,18.1,7
Saskatchewan,19.3,7
Saskatchewan,19,7
Saskatchewan,19.2,7
Saskatchewan,17.6,7
Saskatchewan,18.1,7
Saskatchewan,18.1,7
Saskatchewan,18,7
Saskatchewan,16.6,7
Saskatchewan,17.1,7
Saskatchewan,17.9,7
Saskatchewan,18,7
Saskatchewan,18.3,7
Saskatchewan,16.7,7
Saskatchewan,17.6,7
Saskatchewan,17.3,7
Saskatchewan,17.3,7
Saskatchewan,17.8,7
Saskatchewan,18.2,7
Saskatchewan,17.6,7
Saskatchewan,17.2,7
Saskatchewan,17.7,7
Saskatchewan,17.4,7
Saskatchewan,,7
Saskatchewan,18.8,7
Saskatchewan,19.1,7
Saskatchewan,18,7
Saskatchewan,18.3,7
Saskatchewan,18.6,7
Saskatchewan,19.3,7
Saskatchewan,18.9,7
Saskatchewan,18.1,7
Saskatchewan,18.3,7
Saskatchewan,16.1,7
Saskatchewan,16,7
Saskatchewan,16,7
Saskatchewan,17.9,7
Saskatchewan,17.1,7
Saskatchewan,16.3,7
Saskatchewan,16.9,7
Saskatchewan,18,7
Saskatchewan,18,7
Saskatchewan,17.3,7
Saskatchewan,17.9,7
Saskatchewan,17.3,7
Saskatchewan,17.5,7
Saskatchewan,16.9,7
Saskatchewan,18.1,7
Saskatchewan,17.6,7
Saskatchewan,16.9,7
Saskatchewan,18.9,7
Saskatchewan,18.7,7
Saskatchewan,19.4,7
Manitoba,20.5,7
Manitoba,20,7
Manitoba,20.2,7
Manitoba,19.9,7
Manitoba,20.4,7
Manitoba,20.1,7
Manitoba,,7
Manitoba,,7
Manitoba,21,7
Manitoba,18.4,7
Manitoba,18.9,7
Manitoba,19.7,7
Manitoba,18.4,7
Manitoba,20.1,7
Manitoba,,7
Manitoba,,7
Manitoba,,7
Manitoba,20.2,7
Manitoba,21.1,7
Manitoba,20.9,7
Manitoba,,7
Manitoba,20.7,7
Manitoba,21.6,7
Manitoba,21.5,7
Manitoba,,7
Manitoba,19.6,7
Manitoba,,7
Manitoba,,7
Manitoba,20.3,7
Manitoba,21.5,7
Manitoba,21,7
Manitoba,22.8,7
Manitoba,20.2,7
Manitoba,20.9,7
Manitoba,19.6,7
Manitoba,19.9,7
Manitoba,21.1,7
Manitoba,19.6,7
Manitoba,21.2,7
Manitoba,20.1,7
Manitoba,21.2,7
Manitoba,20,7
Manitoba,20.4,7
Manitoba,18.6,7
Manitoba,,7
Manitoba,17.9,7
Manitoba,22,7
Manitoba,20.2,7
Manitoba,,7
Manitoba,20.3,7
Manitoba,20.3,7
Manitoba,20.1,7
Manitoba,20.3,7
Manitoba,20.6,7
Manitoba,21.1,7
Manitoba,19.6,7
Manitoba,19.3,7
Manitoba,19.9,7
Manitoba,19.5,7
Manitoba,19.8,7
Manitoba,19.6,7
Manitoba,13.4,7
Manitoba,13.4,7
Manitoba,13.4,7
Manitoba,17.9,7
Manitoba,18.3,7
Manitoba,17.9,7
Manitoba,20.2,7
Manitoba,18,7
Manitoba,17.8,7
Manitoba,17.8,7
Manitoba,19.5,7
Manitoba,16.3,7
Manitoba,18,7
Ontario,18.2,7
Ontario,19,7
Ontario,19.1,7
Ontario,20.7,7
Ontario,14.3,7
Ontario,19.9,7
Ontario,19.6,7
Ontario,19.3,7
Ontario,16.6,7
Ontario,16.6,7
Ontario,21.4,7
Ontario,21.3,7
Ontario,20,7
Ontario,19.9,7
Ontario,20.8,7
Ontario,20.1,7
Ontario,19.2,7
Ontario,20.4,7
Ontario,21.2,7
Ontario,21.4,7
Ontario,21.4,7
Ontario,18.9,7
Ontario,21.3,7
Ontario,20.8,7
Ontario,21.3,7
Ontario,22.8,7
Ontario,20.8,7
Ontario,19.9,7
Ontario,13.3,7
Ontario,20.2,7
Ontario,20.3,7
Ontario,20.3,7
Ontario,,7
Ontario,16.3,7
Ontario,16.5,7
Ontario,16.7,7
Ontario,20.2,7
Ontario,20.3,7
Ontario,20,7
Ontario,19.3,7
Ontario,19.3,7
Ontario,18.1,7
Ontario,19.6,7
Ontario,20,7
Ontario,17.6,7
Ontario,21.5,7
Ontario,19.4,7
Ontario,21.3,7
Ontario,22,7
Ontario,20.7,7
Ontario,21.1,7
Ontario,20.5,7
Ontario,20.4,7
Ontario,20.5,7
Ontario,20.2,7
Ontario,20.2,7
Ontario,20,7
Ontario,20.6,7
Ontario,19.2,7
Ontario,16,7
Ontario,19.7,7
Ontario,19.9,7
Ontario,20.6,7
Ontario,19.9,7
Ontario,19.7,7
Ontario,20.7,7
Ontario,20.6,7
Ontario,20.7,7
Ontario,21.7,7
Ontario,21.7,7
Ontario,20.5,7
Ontario,24,7
Ontario,23.1,7
Ontario,24,7
Ontario,23.3,7
Ontario,24.7,7
Ontario,23.7,7
Ontario,24.5,7
Ontario,24,7
Ontario,23.5,7
Ontario,23.1,7
Ontario,23.3,7
Ontario,24.4,7
Ontario,22.7,7
Ontario,23.2,7
Ontario,24.5,7
Ontario,24.3,7
Ontario,24,7
Ontario,22.2,7
Ontario,23.1,7
Ontario,23.6,7
Ontario,23.6,7
Ontario,22.8,7
Ontario,22.5,7
Ontario,20.5,7
Ontario,23.2,7
Ontario,22.5,7
Ontario,22.6,7
Ontario,21.4,7
Ontario,21.7,7
Ontario,23.4,7
Ontario,22.5,7
Ontario,23,7
Ontario,21.7,7
Ontario,,7
Ontario,,7
Ontario,22.9,7
Ontario,20.6,7
Ontario,20.6,7
Ontario,21.7,7
Ontario,22.2,7
Ontario,22.3,7
Ontario,20.7,7
Ontario,21.1,7
Ontario,23.7,7
Ontario,23.2,7
Ontario,23.1,7
Ontario,20.8,7
Ontario,25.7,7
Ontario,23.7,7
Ontario,23.2,7
Ontario,23.8,7
Ontario,25,7
Ontario,24.1,7
Ontario,24.8,7
Ontario,23.1,7
Ontario,24.2,7
Ontario,25.2,7
Ontario,23.3,7
Ontario,24.3,7
Ontario,24.6,7
Ontario,23,7
Ontario,,7
Ontario,25,7
Ontario,23.4,7
Ontario,25.9,7
Ontario,24.6,7
Ontario,23.3,7
Ontario,24.4,7
Ontario,24.6,7
Ontario,23.7,7
Ontario,21.5,7
Ontario,22.7,7
Ontario,22.4,7
Ontario,22.3,7
Ontario,22.5,7
Ontario,23.1,7
Ontario,23.4,7
Ontario,21.6,7
Ontario,23,7
Ontario,22.9,7
Ontario,25.8,7
Ontario,24.9,7
Ontario,24.5,7
Ontario,24.5,7
Ontario,22.5,7
Ontario,,7
Ontario,23.4,7
Ontario,23.5,7
Ontario,23.7,7
Ontario,22.7,7
Ontario,25.5,7
Ontario,23.7,7
Ontario,23,7
Ontario,21.7,7
Ontario,25.4,7
Ontario,24,7
Ontario,24.4,7
Ontario,25,7
Ontario,23.9,7
Ontario,22.5,7
Ontario,25.1,7
Ontario,21.8,7
Ontario,22.6,7
Ontario,23.6,7
Ontario,,7
Ontario,,7
Ontario,21.3,7
Quebec,,7
Quebec,,7
Quebec,,7
Quebec,20.8,7
Quebec,,7
Quebec,23.1,7
Quebec,,7
Quebec,,7
Quebec,,7
Quebec,16.3,7
Quebec,20.9,7
Quebec,,7
Quebec,,7
Quebec,,7
Quebec,,7
Quebec,,7
Quebec,,7
Quebec,,7
Quebec,,7
Quebec,,7
Quebec,22,7
Quebec,21.9,7
Quebec,22.6,7
Quebec,21.8,7
Quebec,20.6,7
Quebec,,7
Quebec,22.9,7
Quebec,21.9,7
Quebec,20.9,7
Quebec,20.8,7
Quebec,,7
Quebec,,7
Quebec,,7
Quebec,,7
Quebec,,7
Quebec,,7
Quebec,,7
Quebec,,7
Quebec,22.6,7
Quebec,,7
Quebec,22.7,7
Quebec,,7
Quebec,,7
Quebec,19.9,7
Quebec,,7
Quebec,,7
Quebec,,7
Quebec,21.6,7
Quebec,,7
Quebec,,7
Quebec,,7
Quebec,24.5,7
Quebec,24.3,7
Quebec,22.2,7
Quebec,,7
Quebec,,7
Quebec,,7
Quebec,,7
Quebec,,7
Quebec,,7
Quebec,,7
Quebec,22.7,7
Quebec,,7
Quebec,,7
Quebec,,7
Quebec,23.6,7
Quebec,,7
Quebec,21.5,7
Quebec,,7
Quebec,,7
Quebec,,7
Quebec,,7
Quebec,,7
Quebec,,7
Quebec,,7
Quebec,,7
Quebec,,7
Quebec,20.9,7
Quebec,,7
Quebec,,7
Quebec,,7
Quebec,19.6,7
Quebec,,7
Quebec,21,7
Quebec,22.1,7
Quebec,23.5,7
Quebec,22.9,7
Quebec,,7
Quebec,23,7
Quebec,24.2,7
Quebec,,7
Quebec,,7
Quebec,,7
Quebec,,7
Quebec,,7
Quebec,23,7
Quebec,22.3,7
Quebec,,7
Quebec,,7
Quebec,,7
Quebec,21.1,7
Quebec,22.3,7
Quebec,,7
Quebec,,7
Quebec,,7
Quebec,,7
Quebec,,7
Quebec,20.9,7
Quebec,17.1,7
Quebec,17.4,7
Quebec,12.7,7
Quebec,12.7,7
Quebec,12.2,7
Quebec,16.6,7
Quebec,,7
Quebec,13.7,7
Quebec,20.3,7
Quebec,16.6,7
Quebec,17.7,7
Quebec,16.6,7
Quebec,13.6,7
Quebec,13.9,7
Quebec,,7
Quebec,15.4,7
Quebec,15.6,7
Quebec,15.6,7
Quebec,17.2,7
Quebec,16.6,7
Quebec,16.2,7
Quebec,14,7
Quebec,16.7,7
Quebec,,7
Quebec,20.1,7
Quebec,17.4,7
Quebec,,7
Quebec,17.7,7
Quebec,,7
Quebec,18.5,7
Quebec,17.7,7
Quebec,17.7,7
Quebec,17.5,7
Quebec,13.2,7
Quebec,17.7,7
Quebec,,7
Quebec,17.6,7
Quebec,19.6,7
Quebec,18.3,7
Quebec,18.3,7
Quebec,17.6,7
Quebec,19.2,7
Quebec,16.3,7
Quebec,17.3,7
Quebec,18.6,7
Quebec,,7
Quebec,,7
Quebec,,7
Quebec,,7
Quebec,17.3,7
Quebec,20,7
Quebec,17.6,7
Quebec,18.6,7
Quebec,,7
Quebec,20.1,7
Quebec,19.2,7
Quebec,19.7,7
Quebec,19.7,7
Quebec,18.7,7
Quebec,20.3,7
Quebec,20.3,7
Quebec,,7
Quebec,,7
Quebec,16.4,7
Quebec,17.2,7
Quebec,19.1,7
Quebec,19.2,7
Quebec,,7
Quebec,19.4,7
Quebec,21.1,7
Quebec,21.7,7
Quebec,,7
Quebec,20.6,7
Quebec,19.8,7
Quebec,19.4,7
Quebec,19.3,7
Quebec,19,7
Quebec,16.5,7
Quebec,17.1,7
Quebec,18.3,7
Quebec,17,7
Quebec,19.2,7
Quebec,19.4,7
Quebec,20.5,7
Quebec,20.5,7
Quebec,18.9,7
Quebec,16.6,7
Quebec,,7
Quebec,12,7
Quebec,14,7
Quebec,9.7,7
Quebec,15.8,7
Quebec,15.6,7
Quebec,14.8,7
Quebec,14.5,7
Quebec,13.8,7
Quebec,10.2,7
Quebec,11.2,7
Quebec,12,7
Quebec,11.5,7
Quebec,13.4,7
Quebec,12.3,7
Quebec,9.4,7
Quebec,15.1,7
Quebec,10.1,7
Quebec,11.2,7
Quebec,14.8,7
Quebec,14.9,7
Quebec,12.5,7
New Brunswick,20.8,7
New Brunswick,18.8,7
New Brunswick,,7
New Brunswick,19.2,7
New Brunswick,20.2,7
New Brunswick,19.2,7
New Brunswick,20.1,7
New Brunswick,19.9,7
New Brunswick,19.1,7
New Brunswick,20.4,7
New Brunswick,20.8,7
New Brunswick,17.7,7
New Brunswick,20.1,7
New Brunswick,18.1,7
New Brunswick,19.5,7
New Brunswick,20.4,7
New Brunswick,18.3,7
New Brunswick,17.9,7
New Brunswick,20.3,7
New Brunswick,20.2,7
New Brunswick,19.3,7
New Brunswick,16.1,7
New Brunswick,18.7,7
New Brunswick,18.4,7
New Brunswick,20,7
New Brunswick,20.2,7
New Brunswick,20.3,7
Nova Scotia,14.6,7
Nova Scotia,16.4,7
Nova Scotia,19.8,7
Nova Scotia,19.5,7
Nova Scotia,14.9,7
Nova Scotia,18.9,7
Nova Scotia,18.9,7
Nova Scotia,18.7,7
Nova Scotia,19.8,7
Nova Scotia,18.2,7
Nova Scotia,19.5,7
Nova Scotia,20.5,7
Nova Scotia,20.2,7
Nova Scotia,19.4,7
Nova Scotia,19.8,7
Nova Scotia,19.8,7
Nova Scotia,19.2,7
Nova Scotia,20.1,7
Nova Scotia,17.5,7
Nova Scotia,17,7
Nova Scotia,20.9,7
Nova Scotia,20.2,7
Nova Scotia,,7
Nova Scotia,15.9,7
Nova Scotia,18.6,7
Nova Scotia,18.8,7
Nova Scotia,18.8,7
Nova Scotia,19.4,7
Nova Scotia,18.2,7
Nova Scotia,14.4,7
Nova Scotia,21.9,7
Nova Scotia,18.1,7
Nova Scotia,17.8,7
Nova Scotia,18.3,7
Nova Scotia,18,7
Nova Scotia,16.4,7
Nova Scotia,20.2,7
Nova Scotia,15.9,7
Nova Scotia,19.2,7
Nova Scotia,21,7
Nova Scotia,20.1,7
Nova Scotia,17.6,7
Nova Scotia,17.7,7
Nova Scotia,17.6,7
Nova Scotia,20.2,7
Nova Scotia,18.9,7
Nova Scotia,20.9,7
Nova Scotia,16.3,7
Nova Scotia,,7
Nova Scotia,18.5,7
Nova Scotia,18.5,7
Nova Scotia,18.5,7
Prince Edward Island,19.2,7
Prince Edward Island,,7
Prince Edward Island,20.4,7
Prince Edward Island,19.2,7
Prince Edward Island,18.9,7
Prince Edward Island,19.2,7
Prince Edward Island,19.8,7
Prince Edward Island,19.3,7
Newfoundland and Labrador,15.3,7
Newfoundland and Labrador,14.3,7
Newfoundland and Labrador,14.6,7
Newfoundland and Labrador,16.1,7
Newfoundland and Labrador,15,7
Newfoundland and Labrador,17.3,7
Newfoundland and Labrador,17.4,7
Newfoundland and Labrador,14.7,7
Newfoundland and Labrador,16,7
Newfoundland and Labrador,15.7,7
Newfoundland and Labrador,13.3,7
Newfoundland and Labrador,13.8,7
Newfoundland and Labrador,15.7,7
Newfoundland and Labrador,15.6,7
Newfoundland and Labrador,15.3,7
Newfoundland and Labrador,14.4,7
Newfoundland and Labrador,15.7,7
Newfoundland and Labrador,13.9,7
Newfoundland and Labrador,16.1,7
Newfoundland and Labrador,14.8,7
Newfoundland and Labrador,15.1,7
Newfoundland and Labrador,14.9,7
Newfoundland and Labrador,14,7
Newfoundland and Labrador,14.2,7
Newfoundland and Labrador,14.5,7
Newfoundland and Labrador,16.3,7
Newfoundland and Labrador,16.5,7
Newfoundland and Labrador,16.3,7
Newfoundland and Labrador,15,7
Newfoundland and Labrador,14.9,7
Newfoundland and Labrador,15.6,7
Newfoundland and Labrador,16,7
Newfoundland and Labrador,14.4,7
Newfoundland and Labrador,14.8,7
Newfoundland and Labrador,15.9,7
Newfoundland and Labrador,14.6,7
Newfoundland and Labrador,17.2,7
Newfoundland and Labrador,13.2,7
Newfoundland and Labrador,13.8,7
Newfoundland and Labrador,14.5,7
Newfoundland and Labrador,12.3,7
Newfoundland and Labrador,11.5,7
Newfoundland and Labrador,10.4,7
Newfoundland and Labrador,14.5,7
British Columbia,18.7,8
British Columbia,17.2,8
British Columbia,15.1,8
British Columbia,16.1,8
British Columbia,18.2,8
British Columbia,18,8
British Columbia,,8
British Columbia,,8
British Columbia,18.1,8
British Columbia,18.6,8
British Columbia,15.7,8
British Columbia,14.7,8
British Columbia,17.3,8
British Columbia,16.5,8
British Columbia,19,8
British Columbia,,8
British Columbia,18.3,8
British Columbia,17.9,8
British Columbia,14.5,8
British Columbia,17,8
British Columbia,16,8
British Columbia,17.1,8
British Columbia,15.8,8
British Columbia,16.4,8
British Columbia,16.3,8
British Columbia,17.5,8
British Columbia,16.5,8
British Columbia,17.8,8
British Columbia,17.8,8
British Columbia,17.9,8
British Columbia,14.7,8
British Columbia,17.6,8
British Columbia,16.5,8
British Columbia,17.9,8
British Columbia,17.9,8
British Columbia,,8
British Columbia,14.5,8
British Columbia,17.1,8
British Columbia,17.4,8
British Columbia,17.1,8
British Columbia,18.3,8
British Columbia,18.2,8
British Columbia,18.5,8
British Columbia,15.2,8
British Columbia,15.7,8
British Columbia,15.4,8
British Columbia,15.2,8
British Columbia,16.7,8
British Columbia,16.5,8
British Columbia,14.5,8
British Columbia,15.2,8
British Columbia,15.4,8
British Columbia,17.7,8
British Columbia,14.6,8
British Columbia,15.4,8
British Columbia,15.4,8
British Columbia,15.8,8
British Columbia,16.5,8
British Columbia,,8
British Columbia,18,8
British Columbia,18.2,8
British Columbia,18.9,8
British Columbia,,8
British Columbia,18.2,8
British Columbia,16.7,8
British Columbia,16.8,8
British Columbia,16.8,8
British Columbia,17.7,8
British Columbia,18,8
British Columbia,16.1,8
British Columbia,14.2,8
British Columbia,14.2,8
British Columbia,13.8,8
British Columbia,14.3,8
British Columbia,14.3,8
British Columbia,14.7,8
British Columbia,14.9,8
British Columbia,15.5,8
British Columbia,14.5,8
British Columbia,16,8
British Columbia,15.9,8
British Columbia,15.2,8
British Columbia,14.4,8
British Columbia,13.8,8
British Columbia,15.9,8
British Columbia,14.3,8
British Columbia,16.1,8
British Columbia,15.1,8
British Columbia,13.8,8
British Columbia,13.9,8
British Columbia,13.7,8
British Columbia,14,8
British Columbia,15.7,8
British Columbia,14.6,8
British Columbia,14.3,8
British Columbia,16.1,8
British Columbia,14.5,8
British Columbia,13.8,8
British Columbia,15.6,8
British Columbia,14.2,8
British Columbia,,8
British Columbia,13,8
British Columbia,15.2,8
British Columbia,14,8
British Columbia,14.4,8
British Columbia,14.8,8
British Columbia,10.2,8
British Columbia,14.1,8
British Columbia,13.4,8
British Columbia,13.5,8
British Columbia,13.3,8
British Columbia,12.6,8
British Columbia,19,8
British Columbia,19.3,8
British Columbia,12.7,8
British Columbia,13.1,8
British Columbia,11.8,8
British Columbia,14.2,8
British Columbia,12.6,8
British Columbia,13.4,8
British Columbia,13.4,8
British Columbia,15.3,8
British Columbia,15,8
British Columbia,15.2,8
British Columbia,15.1,8
British Columbia,10.9,8
British Columbia,15,8
British Columbia,14.9,8
British Columbia,15.1,8
British Columbia,18,8
British Columbia,18.2,8
British Columbia,18.5,8
British Columbia,,8
British Columbia,16,8
British Columbia,17.6,8
British Columbia,14.5,8
British Columbia,18.9,8
British Columbia,18.9,8
British Columbia,17.3,8
British Columbia,18.8,8
British Columbia,18.6,8
British Columbia,18.2,8
British Columbia,18.7,8
British Columbia,12.9,8
British Columbia,,8
British Columbia,18.9,8
British Columbia,18.2,8
British Columbia,,8
British Columbia,18.1,8
British Columbia,16.6,8
British Columbia,18.1,8
British Columbia,19.4,8
British Columbia,18.3,8
British Columbia,17.9,8
British Columbia,18.9,8
British Columbia,18.5,8
British Columbia,9.9,8
British Columbia,18,8
British Columbia,17.5,8
British Columbia,18.9,8
British Columbia,18.7,8
British Columbia,15.4,8
British Columbia,22.4,8
British Columbia,22,8
British Columbia,22.4,8
British Columbia,16.5,8
British Columbia,19.5,8
British Columbia,21.1,8
British Columbia,17.7,8
British Columbia,22.2,8
British Columbia,23,8
British Columbia,23.1,8
British Columbia,22.3,8
British Columbia,20.9,8
British Columbia,18,8
British Columbia,18,8
British Columbia,20.6,8
British Columbia,13.6,8
British Columbia,18,8
British Columbia,21.9,8
British Columbia,19.9,8
British Columbia,21.4,8
British Columbia,21.6,8
British Columbia,22,8
British Columbia,21.1,8
British Columbia,18.6,8
British Columbia,18.8,8
British Columbia,20.3,8
British Columbia,20.2,8
British Columbia,21.4,8
British Columbia,21.8,8
British Columbia,22.1,8
British Columbia,20.6,8
British Columbia,20.2,8
British Columbia,20.3,8
British Columbia,18.2,8
British Columbia,15.3,8
British Columbia,20.1,8
British Columbia,19.3,8
British Columbia,17.1,8
British Columbia,17.1,8
British Columbia,20.1,8
British Columbia,21.8,8
British Columbia,16.1,8
British Columbia,15.7,8
British Columbia,15.6,8
British Columbia,18.2,8
British Columbia,12.4,8
British Columbia,15.3,8
British Columbia,20.9,8
British Columbia,20.7,8
British Columbia,14.6,8
British Columbia,15.3,8
British Columbia,18.7,8
British Columbia,17.6,8
British Columbia,19.2,8
British Columbia,19.2,8
British Columbia,17.2,8
British Columbia,17.1,8
British Columbia,17,8
British Columbia,15.6,8
British Columbia,18.9,8
British Columbia,18.8,8
British Columbia,14.2,8
British Columbia,14.2,8
British Columbia,14.5,8
British Columbia,14.5,8
British Columbia,13.2,8
British Columbia,13.3,8
British Columbia,10.8,8
British Columbia,15,8
British Columbia,15.1,8
British Columbia,10.7,8
British Columbia,11.9,8
British Columbia,12.8,8
Yukon,11.4,8
Yukon,10.2,8
Yukon,10.2,8
Yukon,12.7,8
Yukon,13.5,8
Yukon,12.3,8
Yukon,12.2,8
Yukon,10.8,8
Yukon,13.2,8
Yukon,8.9,8
Yukon,10.7,8
Yukon,13.8,8
Yukon,13.8,8
Yukon,12.8,8
Yukon,12.8,8
Yukon,10.3,8
Yukon,13.2,8
Yukon,10.1,8
Yukon,10.9,8
Yukon,13.5,8
Yukon,11.3,8
Yukon,11.3,8
Yukon,11.4,8
Yukon,12.4,8
Yukon,12.4,8
Yukon,12.5,8
Yukon,12,8
Yukon,11.7,8
Northwest Territories,12.1,8
Northwest Territories,6.5,8
Northwest Territories,12.5,8
Northwest Territories,12.3,8
Northwest Territories,11.5,8
Northwest Territories,11.8,8
Northwest Territories,15.4,8
Northwest Territories,13.8,8
Northwest Territories,13.8,8
Northwest Territories,14.7,8
Northwest Territories,14.7,8
Northwest Territories,12.5,8
Northwest Territories,14.7,8
Northwest Territories,14.9,8
Northwest Territories,15.6,8
Northwest Territories,15,8
Northwest Territories,14.9,8
Northwest Territories,15.1,8
Northwest Territories,15.1,8
Northwest Territories,14.8,8
Northwest Territories,13,8
Northwest Territories,14.4,8
Northwest Territories,14.9,8
Northwest Territories,15.2,8
Northwest Territories,14.9,8
Northwest Territories,,8
Northwest Territories,12,8
Northwest Territories,12,8
Northwest Territories,13.5,8
Northwest Territories,14.7,8
Northwest Territories,14.6,8
Northwest Territories,14.5,8
Northwest Territories,9.6,8
Northwest Territories,9.7,8
Northwest Territories,14.7,8
Northwest Territories,14.6,8
Northwest Territories,9.8,8
Northwest Territories,10.1,8
Northwest Territories,13.5,8
Northwest Territories,14.3,8
Northwest Territories,15.1,8
Northwest Territories,17.9,8
Northwest Territories,13.8,8
Northwest Territories,8.5,8
Northwest Territories,13.8,8
Northwest Territories,13.5,8
Nunavut,11,8
Nunavut,12.6,8
Nunavut,12.5,8
Nunavut,12.3,8
Nunavut,12.8,8
Nunavut,12,8
Nunavut,10.7,8
Nunavut,10.7,8
Nunavut,10.7,8
Nunavut,10.3,8
Nunavut,10.2,8
Nunavut,10.1,8
Nunavut,11.5,8
Nunavut,7.9,8
Nunavut,8.5,8
Nunavut,7.5,8
Nunavut,8.3,8
Nunavut,8.3,8
Nunavut,11.6,8
Nunavut,12.6,8
Nunavut,11.7,8
Nunavut,12,8
Nunavut,7.8,8
Nunavut,10.9,8
Nunavut,1.1,8
Nunavut,,8
Nunavut,6.1,8
Nunavut,6.1,8
Nunavut,6.9,8
Nunavut,6,8
Nunavut,6,8
Nunavut,8.4,8
Nunavut,8.5,8
Nunavut,8.3,8
Nunavut,8.7,8
Nunavut,8.8,8
Nunavut,3.4,8
Nunavut,7.9,8
Nunavut,6.9,8
Nunavut,6.8,8
Nunavut,5.8,8
Nunavut,3.7,8
Nunavut,3.5,8
Nunavut,5.1,8
Nunavut,2.1,8
Nunavut,4.1,8
Nunavut,6.5,8
Nunavut,6.6,8
Nunavut,3.9,8
Nunavut,6.8,8
Nunavut,9.6,8
Nunavut,9.4,8
Nunavut,10.3,8
Nunavut,8.4,8
Nunavut,8.3,8
Nunavut,5.7,8
Nunavut,5.8,8
Nunavut,-1.2,8
Nunavut,8.4,8
Nunavut,2.8,8
Nunavut,2.9,8
Nunavut,2.9,8
Nunavut,5.6,8
Nunavut,1.1,8
Nunavut,0.7,8
Nunavut,6.3,8
